tag,stemtag,sp,quadrat,biannual,intraannual,cored,treeID,stemID,dendro.start.date,dendro.end.date,mortality.year,tree.notes,lx,ly,gx,gy,NAD83_X,NAD83_Y,lat,lon
82421,1,litu,831,1,0,0,10259,10259,27-Jan-10,NA,NA,,5.6,14.7,145.6000061,614.7000122,747516.8212,4309124.35,38.8961444,-78.14598593
82422,1,litu,831,1,1,0,10260,10260,27-Jan-10,NA,NA,,6.9,19.5,146.8999939,619.5,747518.0095,4309129.179,38.89618752,-78.1459705
82434,1,quve,832,1,0,1,10272,10272,27-Jan-10,NA,NA,,6,15.6,146,635.5999756,747516.7362,4309145.254,38.89633256,-78.14597937
90043,1,quve,901,1,0,0,10315,10315,27-Jan-10,NA,NA,,12.5,17.6,172.5,17.60000038,747557.5663,4308528.035,38.89076589,-78.14573165
90084,1,quve,902,1,0,1,10351,10351,27-Jan-10,NA,NA,,16.2,19.3,176.1999969,39.29999924,747560.7618,4308549.815,38.89096102,-78.145687
90162,1,litu,904,1,0,0,10426,10426,24-Mar-11,NA,NA,,16.9,11.1,176.8999939,71.09999847,747560.7239,4308581.623,38.89124731,-78.14567597
90311,1,cagl,904,1,0,0,10565,16420,15-Mar-12,NA,NA,,17.5,15.8,177.5,75.80000305,747561.2147,4308586.335,38.89128958,-78.14566862
90354,1,litu,905,1,0,0,10607,10607,24-Mar-11,NA,NA,,10.6,5,170.6000061,85,747554.1032,4308595.373,38.89137293,-78.14574726
90413,3,litu,904,1,0,0,221,36586,24-Mar-11,29-Nov-12,2013,band removed in 2013. Was around multiple stems. Replaced by 30339,11.7,17.2,171.6999969,77.19999695,747555.3838,4308587.601,38.89130261,-78.14573532
90446,1,ulru,905,1,0,0,10695,10695,24-Mar-11,24-Mar-11,2011,,19.5,0.5,179.5,80.5,747563.1051,4308591.081,38.89133176,-78.14564514
90530,1,litu,910,1,0,0,10776,10776,24-Mar-11,NA,NA,,10.2,17.8,170.1999969,197.8000031,747551.0864,4308708.133,38.89238866,-78.14574135
90533,1,cagl,911,1,0,0,10779,10779,24-Mar-11,15-Nov-17,2018,,18.2,2.1,178.1999969,202.1000061,747558.9845,4308712.618,38.89242679,-78.14564878
90612,1,quru,910,1,1,0,10857,10857,24-Mar-11,NA,NA,,10.7,14,170.6999969,194,747551.6744,4308704.346,38.8923544,-78.14573595
90660,1,quru,913,1,1,0,10904,10904,27-Jan-10,NA,NA,,4.9,7.9,164.8999939,247.8999939,747544.6255,4308758.097,38.89284016,-78.14579775
90752,1,qual,916,1,1,1,10963,10963,24-Mar-11,NA,NA,,12.4,7.4,172.3999939,307.3999939,747550.7431,4308817.755,38.89337538,-78.14570579
91435,1,litu,907,1,0,0,11102,11102,15-Mar-12,NA,NA,,13.6,12.2,173.6000061,132.1999969,747556.0073,4308642.63,38.89179772,-78.1457083
91451,1,litu,907,1,0,0,11118,11118,24-Mar-11,NA,NA,,18.7,17.6,178.6999969,137.6000061,747560.9807,4308648.147,38.89184597,-78.14564903
91474,1,litu,908,1,0,0,11140,11140,24-Mar-11,NA,NA,,14.5,4.7,174.5,144.6999969,747556.6171,4308655.147,38.89191021,-78.14569676
91476,1,litu,908,1,0,0,11142,11142,24-Mar-11,NA,NA,,18.4,2.4,178.3999939,142.3999939,747560.5694,4308652.938,38.89188921,-78.14565204
91477,1,litu,908,1,1,0,11143,11143,24-Mar-11,NA,NA,,19.3,3.5,179.3000031,143.5,747561.4436,4308654.059,38.89189905,-78.14564157
91486,1,cagl,908,1,0,0,11152,11152,24-Mar-11,NA,NA,,17.5,9.2,177.5,149.1999969,747559.5119,4308659.716,38.89195051,-78.14566178
92006,1,litu,917,1,0,0,11172,11172,24-Mar-11,9-Mar-18,2018,,6.3,1.4,166.3000031,321.3999939,747544.32,4308831.61,38.89350189,-78.14577477
92018,1,acru,917,1,0,0,11184,11184,24-Mar-11,NA,NA,,16.2,5.6,176.1999969,325.6000061,747554.1199,4308836.038,38.89353899,-78.1456603
92112,1,litu,919,1,0,0,11276,11276,24-Mar-11,NA,NA,,14.4,18.8,174.3999939,378.7999878,747551.0862,4308889.182,38.89401815,-78.14567608
92139,1,quru,920,1,1,0,11303,11303,24-Mar-11,NA,NA,,17.6,0.3,177.6000061,380.2999878,747554.2505,4308890.756,38.89403143,-78.14563907
92140,1,cato,920,1,0,0,11304,11304,15-Mar-12,NA,NA,,18.7,0.7,178.6999969,380.7000122,747555.3409,4308891.181,38.89403495,-78.14562636
92141,1,cagl,920,1,0,0,11305,11305,24-Mar-11,NA,NA,,19.4,4.7,179.3999939,384.7000122,747555.9479,4308895.196,38.89407091,-78.14561792
92234,1,qual,922,1,1,0,11394,11394,24-Mar-11,15-Dec-11,2011,,20.1,19.1,180,439.1000061,747555.2857,4308949.596,38.89456071,-78.14560593
92237,1,nysy,922,1,0,0,11397,11397,24-Mar-11,NA,NA,,14.7,19.5,174.6999969,439.5,747549.9779,4308949.873,38.8945647,-78.14566697
92238,1,quve,922,1,0,0,11398,11398,24-Mar-11,NA,NA,,10.8,18.3,170.8000031,438.2999878,747546.1068,4308948.582,38.89455418,-78.14571201
92269,1,ceca,923,1,0,0,11428,11428,24-Mar-11,18-Apr-17,2017,,19.8,1.7,179.8000031,441.7000122,747555.0255,4308952.19,38.89458414,-78.145608
92280,1,quve,923,1,0,0,11438,11438,24-Mar-11,NA,NA,,15,7.9,175,446.8999939,747550.1061,4308957.278,38.89463131,-78.14566282
92393,1,cagl,925,1,0,0,11540,11540,24-Mar-11,NA,NA,,19.8,7.7,179.8000031,487.7000122,747553.9583,4308998.178,38.89499834,-78.14560371
92414,1,litu,926,1,0,0,11561,11561,24-Mar-11,NA,NA,,11.2,0.9,171.1999969,500.8999939,747545.0544,4309011.175,38.89511783,-78.14570157
92466,1,litu,927,1,0,0,11610,11610,27-Jan-10,NA,NA,,0.6,16.3,160.6000061,536.2999878,747533.636,4309046.319,38.89543736,-78.1458204
92487,1,quve,928,1,0,0,11631,11631,24-Mar-11,NA,NA,,9.8,15,169.8000031,555,747542.3997,4309065.228,38.89560507,-78.14571265
92488,1,litu,928,1,0,0,11632,11632,24-Mar-11,NA,NA,,12.7,13.5,172.6999969,553.5,747545.3337,4309063.796,38.89559135,-78.14567938
92545,1,litu,931,1,0,0,11689,11689,24-Mar-11,NA,NA,,15.3,15.6,175.3000031,615.5999756,747546.4923,4309125.939,38.89615033,-78.14564363
92546,1,litu,931,1,0,0,11690,11690,24-Mar-11,NA,NA,,16.5,16.7,176.5,616.7000122,747547.6665,4309127.067,38.89616015,-78.1456297
92547,1,litu,931,1,0,0,11691,11691,24-Mar-11,NA,NA,,11.7,13.9,171.6999969,613.9000244,747542.9327,4309124.156,38.89613529,-78.14568527
100011,1,fram,1001,1,0,0,11716,11716,27-Jan-10,NA,NA,,0.7,8,180.6999969,8,747565.9868,4308518.628,38.89067885,-78.14563807
100516,1,litu,1004,1,0,0,12180,12180,27-Jan-10,NA,NA,,17.9,2.3,197.8999939,62.29999924,747581.9224,4308573.312,38.89116654,-78.14543484
100562,1,litu,1004,1,0,0,12224,12224,24-Mar-11,NA,NA,,9.1,19.2,189.1000061,79.19999695,747572.7327,4308590.004,38.89131935,-78.14553465
100612,1,litu,1003,1,0,0,12269,12269,27-Jan-10,NA,NA,,12,4.4,192,44.40000153,747576.4393,4308555.28,38.89100579,-78.14550448
100720,2,litu,1004,1,0,0,12372,33734,24-Mar-11,29-Nov-12,2013,band removed in 2013. Band spring broken for last measurement.  Was around multiple stems. Replaced by 110680,1.7,12,181.6999969,72,747565.5017,4308582.634,38.89125506,-78.14562058
100754,1,quru,1005,1,1,0,12406,12406,24-Mar-11,NA,NA,,3.8,6.8,183.8000031,86.80000305,747567.2578,4308597.479,38.89138817,-78.14559501
100771,1,quru,1005,1,1,1,12422,12422,27-Jan-10,NA,NA,,8.5,17,188.5,97,747571.7199,4308607.785,38.89147968,-78.1455399
100905,1,litu,1008,1,1,0,12529,12529,24-Mar-11,NA,NA,,10,1.6,190,141.6000061,747572.1848,4308652.408,38.89188116,-78.14551846
100906,1,litu,1008,1,0,0,12530,12530,24-Mar-11,NA,NA,,9.3,1.1,189.3000031,141.1000061,747571.4966,4308651.892,38.89187671,-78.14552657
100960,1,quru,1010,1,1,0,12583,12583,24-Mar-11,NA,NA,,13.8,10.5,193.8000031,190.5,747574.8494,4308701.383,38.8923212,-78.14547012
101082,1,litu,1009,1,0,0,12702,12702,24-Mar-11,29-Nov-12,2013,"band removed in 2013. Was around multiple stems, not replaced due to irregular trunk",0,0.7,180,160.6999969,747561.7444,4308671.271,38.89205388,-78.1456319
101111,1,litu,1011,1,0,0,12730,12730,24-Mar-11,NA,NA,,0.1,1.3,180.1000061,201.3000031,747560.9025,4308711.862,38.89241945,-78.14562696
101118,1,litu,1011,1,0,0,12737,12737,24-Mar-11,NA,NA,,0.3,3,180.3000031,203,747561.063,4308713.566,38.89243474,-78.1456245
101244,1,quve,1014,1,0,0,12861,12861,27-Jan-10,NA,NA,,9,9.2,189,269.2000122,747568.2249,4308779.95,38.8930302,-78.14551808
101310,1,fram,1016,1,0,0,12923,12923,24-Mar-11,NA,NA,,8,14.1,188,314.1000061,747566.1835,4308824.815,38.89343457,-78.14552542
101312,1,fram,1016,1,0,0,12925,12925,24-Mar-11,NA,NA,,2.6,16.8,181.1999969,312.8999939,747559.4132,4308823.457,38.89342426,-78.14560388
102001,1,frni,1017,1,0,1,12939,12939,24-Mar-11,6-Apr-16,2016,,6,3.7,186,323.7000122,747563.9613,4308834.366,38.89352116,-78.14554757
102148,1,cato,1019,1,0,0,13086,13086,24-Mar-11,NA,NA,,2,15.4,182,375.3999939,747558.763,4308885.959,38.89398698,-78.14558883
102149,1,cagl,1020,1,0,0,13087,13087,24-Mar-11,NA,NA,,1.4,0.2,181.3999939,380.2000122,747558.0518,4308890.744,38.89403025,-78.1455953
102150,1,qual,1020,1,0,0,13088,13088,24-Mar-11,NA,NA,,4.3,2.1,184.3000031,382.1000061,747560.907,4308892.711,38.89404715,-78.14556171
102154,1,qual,1020,1,0,0,13092,13092,24-Mar-11,NA,NA,,5.4,8.5,185.3999939,388.5,747561.8582,4308899.135,38.89410469,-78.14554843
102177,1,qual,1020,1,1,0,13115,13115,24-Mar-11,NA,NA,,3.4,11.7,183.3999939,391.7000122,747559.7845,4308902.287,38.89413365,-78.14557118
102258,1,qual,1022,1,1,0,13195,13195,24-Mar-11,NA,NA,,10.3,17.4,190.3000031,437.3999939,747565.6224,4308948.135,38.89454465,-78.14548741
102261,1,qual,1022,1,1,0,13198,13198,24-Mar-11,NA,NA,,5.3,20.1,185.3000031,440,747560.5634,4308950.618,38.89456843,-78.14554478
102262,1,qual,1022,1,1,0,13199,13199,24-Mar-11,NA,NA,,1.8,20,181.8000031,440,747557.0644,4308950.537,38.89456868,-78.14558511
102264,1,qual,1022,1,1,0,13201,13201,24-Mar-11,NA,NA,,1.5,14.2,181.5,434.2000122,747556.899,4308944.732,38.89451648,-78.14558911
102303,1,quve,1024,1,0,0,13239,13239,27-Jan-10,NA,NA,,8.2,0.9,188.1999969,460.8999939,747562.9778,4308971.58,38.89475641,-78.14550942
102348,1,qual,1025,1,1,0,13284,13284,27-Jan-10,NA,NA,,16.5,11.5,196.5,491.5,747570.5657,4309002.364,38.89503134,-78.14541093
102364,1,qual,1025,1,1,0,13300,13300,24-Mar-11,NA,NA,,2.1,18,182.1000061,498,747556.0187,4309008.529,38.89509092,-78.14557624
102365,1,litu,1025,1,0,0,13301,13301,24-Mar-11,NA,NA,,1.1,13.4,181.1000061,493.3999939,747555.1257,4309003.907,38.89504957,-78.14558819
102371,1,qual,1026,1,0,1,13307,13307,24-Mar-11,NA,NA,,1.6,6.6,181.6000061,506.6000061,747555.3194,4309017.115,38.89516839,-78.1455812
102438,1,litu,1028,1,0,0,13374,13374,19-Mar-13,NA,NA,,8.5,16.6,188.5,556.5999756,747561.0575,4309067.261,38.89561811,-78.14549703
102438,2,litu,1028,1,0,0,13374,33848,27-Jan-10,NA,NA,"tree was recorded as being measured on first stem in 2010, then second stem in 2011,2012, then both stems 2013+",8.5,16.6,188.5,556.5999756,747561.0575,4309067.261,38.89561811,-78.14549703
102439,1,litu,1028,1,0,0,13375,13375,24-Mar-11,NA,NA,,4.3,19.6,184.3000031,559.5999756,747556.7891,4309070.163,38.89564543,-78.14554515
102441,1,litu,1029,1,0,0,13377,13377,24-Mar-11,NA,NA,,1.3,3,181.3000031,563,747553.711,4309073.493,38.89567626,-78.1455794
102442,1,litu,1029,1,0,0,13378,13378,24-Mar-11,NA,NA,,8.4,1.9,188.3999939,561.9000244,747560.8346,4309072.558,38.89566584,-78.14549769
102443,1,litu,1029,1,0,0,13379,13379,24-Mar-11,NA,NA,,4.1,7,184.1000061,567,747556.4175,4309077.556,38.89571208,-78.14554676
102444,1,litu,1029,1,0,0,13380,13380,24-Mar-11,NA,NA,,4.3,5.3,184.3000031,565.2999878,747556.6568,4309075.861,38.89569676,-78.14554462
102446,1,litu,1029,1,0,0,13382,13382,19-Mar-13,NA,NA,,0.5,3.7,180.5,563.7000122,747552.895,4309074.174,38.89568263,-78.14558855
102446,2,litu,1029,1,0,0,13382,33849,24-Mar-11,NA,NA,"tree stem was recorded in 2011,2012, then first stem added 2013+",0.5,3.7,180.5,563.7000122,747552.895,4309074.174,38.89568263,-78.14558855
102475,1,litu,1030,1,0,0,13411,13411,15-Mar-12,NA,NA,,20,14.3,200,594.2999878,747571.6798,4309105.218,38.89595674,-78.14536101
102501,1,litu,1031,1,0,0,13437,13437,24-Mar-11,NA,NA,,9.8,17.3,189.8000031,617.2999878,747560.949,4309127.975,38.89616459,-78.14547639
102502,1,ulru,1031,1,0,0,13438,13438,24-Mar-11,NA,NA,,0.1,18.6,180.1000061,618.5999756,747551.2215,4309129.05,38.896177,-78.14558804
102505,1,ceca,1032,1,0,0,13441,13441,24-Mar-11,29-Nov-12,2013,"considered dead in all 2011, got measurements in 2012, considered dead 2013 and spr 2014, measurement/alive fall 2014, then dead from 2015+",1.3,0.6,181.3000031,620.5999756,747552.3747,4309131.077,38.89619492,-78.14557402
102509,1,quve,1032,1,0,0,13445,13445,27-Jan-10,NA,NA,,9.6,0.9,189.6000061,620.9000244,747560.6655,4309131.57,38.89619702,-78.14547836
110061,1,litu,1101,1,1,0,13507,13507,27-Jan-10,NA,NA,,17,10,217,10,747602.2306,4308521.47,38.89069421,-78.14521965
110680,1,litu,1104,1,0,0,14057,14057,19-Mar-13,NA,NA,,2,6.5,202,66.5,747585.9239,4308577.606,38.89120406,-78.1453872
110788,1,litu,1104,1,1,0,14155,14155,24-Mar-11,NA,NA,,19.9,11.7,219.8999939,71.69999695,747603.6984,4308583.22,38.89124958,-78.14518048
110791,1,litu,1104,1,1,1,14158,14158,24-Mar-11,NA,NA,,11.3,10,211.3000031,70,747595.1402,4308581.321,38.8912349,-78.14527973
110798,1,litu,1104,1,0,1,14165,14165,24-Mar-11,NA,NA,,16,15.5,216,75.5,747599.7113,4308586.929,38.89128408,-78.14522506
110901,1,litu,1105,1,1,0,14265,14265,24-Mar-11,NA,NA,,20,4.1,220,84.09999847,747603.5107,4308595.619,38.89136122,-78.14517817
110904,1,quve,1105,1,0,0,14268,14268,27-Jan-10,15-Dec-11,2011,,10.8,3.3,210.8000031,83.30000305,747594.3318,4308594.606,38.89135469,-78.14528425
111014,1,litu,1107,1,0,1,14365,14365,24-Mar-11,NA,NA,,13.9,12.2,213.8999939,132.1999969,747596.2965,4308643.565,38.89179478,-78.14524397
111029,1,litu,1107,1,0,0,14379,14379,24-Mar-11,NA,NA,,17.2,19,217.1999969,139,747599.4378,4308650.439,38.89185577,-78.14520531
111030,1,litu,1107,1,1,1,14380,14380,24-Mar-11,NA,NA,,15.1,19.9,215.1000061,139.8999939,747597.3175,4308651.291,38.89186403,-78.14522942
111032,1,litu,1107,1,0,0,14382,14382,19-Mar-13,NA,NA,,10.3,19,210.3000031,139,747592.5397,4308650.279,38.89185627,-78.14528481
111032,2,litu,1107,1,0,0,14382,34073,24-Mar-11,NA,NA,"tree stem was recorded in 2011,2012, then first stem added 2013+",10.3,19,210.3000031,139,747592.5397,4308650.279,38.89185627,-78.14528481
111039,1,litu,1108,1,0,0,14388,14388,24-Mar-11,NA,NA,,19.7,4.1,219.6999969,144.1000061,747601.8188,4308655.596,38.89190151,-78.14517603
111041,1,quru,1108,1,0,0,14390,14390,27-Jan-10,NA,NA,,16.5,5.7,216.5,145.6999969,747598.5826,4308657.121,38.89191615,-78.14521275
111092,1,litu,1110,1,0,0,14441,14441,24-Mar-11,NA,NA,,18.3,17.7,218.3000031,197.6999969,747599.1757,4308709.149,38.89238425,-78.14518716
111093,1,litu,1110,1,0,0,14442,14442,24-Mar-11,NA,NA,,13.4,16.4,213.3999939,196.3999939,747594.3072,4308707.736,38.8923729,-78.14524374
111292,1,fram,1116,1,0,0,14635,14635,24-Mar-11,NA,NA,,12.8,10.4,212.8000031,310.3999939,747591.0627,4308821.691,38.89339945,-78.14524001
112014,1,cagl,1117,1,0,0,14747,14747,24-Mar-11,NA,NA,,14.3,11.2,218,331.2000122,747595.7787,4308842.606,38.89358636,-78.14517816
112057,1,acru,1117,1,0,0,14787,14787,24-Mar-11,NA,NA,,8.8,4.2,208.8000031,324.2000122,747586.7436,4308835.395,38.893524,-78.14528481
112060,1,fram,1117,1,0,0,14789,14789,27-Jan-10,NA,NA,,1,7.6,201,327.6000061,747578.8668,4308838.613,38.89355519,-78.14537437
112118,1,quru,1119,1,0,0,14845,14845,24-Mar-11,NA,NA,,13.3,11.4,213.3000031,371.3999939,747590.1474,4308882.686,38.89394868,-78.14522856
112130,1,qual,1119,1,0,0,14857,14857,24-Mar-11,NA,NA,,17.2,18.3,217.1999969,378.2999878,747593.8862,4308889.675,38.89401053,-78.14518298
112136,1,pist,1120,1,0,1,14862,14862,24-Mar-11,NA,NA,,13.9,2.5,213.8999939,382.5,747590.4897,4308893.797,38.89404859,-78.14522061
112137,1,qual,1120,1,1,0,14863,14863,24-Mar-11,NA,NA,,13.4,3.9,213.3999939,383.8999939,747589.9574,4308895.185,38.89406123,-78.14522624
112142,1,qual,1120,1,0,1,14868,14868,24-Mar-11,NA,NA,,16,3.5,216,383.5,747592.5659,4308894.846,38.89405744,-78.14519632
112143,1,quru,1120,1,0,0,14869,14869,24-Mar-11,18-Apr-17,2017,,19.1,4.7,219.1000061,384.7000122,747595.6373,4308896.117,38.89406802,-78.14516049
112250,1,pist,1122,1,0,0,14967,14967,24-Mar-11,NA,NA,,10.8,18.4,210.8000031,438.3999939,747586.0937,4308949.61,38.89455216,-78.14525111
112252,1,litu,1122,1,0,0,14969,14969,24-Mar-11,NA,NA,,13.6,19.4,213.6000061,439.3999939,747588.8697,4308950.675,38.89456096,-78.14521876
112262,1,quru,1123,1,1,0,14979,14979,24-Mar-11,NA,NA,,17.5,1.5,217.5,441.5,747592.72,4308952.865,38.89457959,-78.14517363
112316,1,quve,1125,1,0,0,15032,15032,27-Jan-10,NA,NA,,8.7,1,208.6999969,481,747583.006,4308992.15,38.8949359,-78.14527134
112336,1,qual,1125,1,1,1,15051,15051,24-Mar-11,NA,NA,,17,13.8,217,493.7999878,747591.0068,4309005.139,38.89505056,-78.14517451
112340,1,ceca,1125,1,0,0,15053,15053,24-Mar-11,26-Mar-15,2015,,19.1,18.5,220,498.5,747593.8969,4309009.908,38.89509266,-78.1451395
112342,1,nysy,1125,1,0,0,15055,15055,24-Mar-11,NA,NA,,14.2,16.7,214.1999969,496.7000122,747588.1403,4309007.974,38.89507687,-78.1452065
112350,1,cagl,1126,1,0,0,15063,15063,24-Mar-11,NA,NA,,11.7,5.6,211.6999969,505.6000061,747585.4345,4309016.813,38.89515719,-78.14523447
112354,1,qual,1126,1,0,0,15067,15067,24-Mar-11,NA,NA,,14,9.8,214,509.7999878,747587.6364,4309021.065,38.89519484,-78.14520758
112462,1,litu,1128,1,0,0,15170,15170,24-Mar-11,NA,NA,,14,18.8,214,558.7999878,747586.4996,4309070.052,38.89563606,-78.14520301
112466,1,cato,1129,1,0,0,15174,15174,15-Mar-12,NA,NA,,17.5,7.1,217.5,567.0999756,747589.8061,4309078.431,38.89571054,-78.1451619
112467,1,litu,1129,1,0,0,15175,15175,24-Mar-11,NA,NA,,19.6,12.5,219.6000061,572.5,747591.7803,4309083.878,38.89575901,-78.1451372
112480,1,litu,1131,1,0,0,15187,15187,24-Mar-11,NA,NA,,14.4,10.9,214.3999939,610.9000244,747585.6908,4309122.148,38.89610516,-78.14519353
112481,1,litu,1131,1,0,0,15188,15188,24-Mar-11,NA,NA,,14.9,14.4,214.8999939,614.4000244,747586.1095,4309125.658,38.89613664,-78.14518745
112482,1,litu,1131,1,1,0,15189,15189,24-Mar-11,NA,NA,,17.8,15.9,217.8000031,615.9000244,747588.9739,4309127.225,38.89614994,-78.14515389
112485,1,quve,1132,1,0,0,15192,15192,24-Mar-11,9-Mar-18,2018,,19.6,6.2,219.6000061,626.2000122,747590.5345,4309137.564,38.89624255,-78.14513219
112698,1,ulru,1128,1,0,0,15205,15205,24-Mar-11,NA,NA,,17.9,18.2,217.8999939,558.2000122,747590.4125,4309069.543,38.89563037,-78.14515812
120278,1,litu,1201,1,0,0,15464,15464,27-Jan-10,NA,NA,,5,8.6,225,8.600000381,747610.2609,4308520.256,38.89068102,-78.14512761
120755,1,litu,1204,1,0,0,15892,15892,24-Mar-11,NA,NA,,6.8,10,226.8000031,70,747610.636,4308581.681,38.89123376,-78.14510114
120777,1,litu,1205,1,0,0,15911,15911,24-Mar-11,NA,NA,,3.8,0.2,223.8000031,80.19999695,747607.4002,4308591.808,38.89132583,-78.14513475
120781,1,litu,1205,1,1,0,15914,15914,24-Mar-11,NA,NA,,3,2.2,223,82.19999695,747606.554,4308593.789,38.8913439,-78.14514378
120790,1,litu,1205,1,0,0,15923,15923,24-Mar-11,NA,NA,,7.3,6.2,220.3999939,86.19999695,747603.8619,4308597.728,38.8913801,-78.14517337
121195,1,quru,1211,1,1,0,16293,16293,27-Jan-10,NA,NA,,12.4,0.4,232.3999939,200.3999939,747613.2093,4308712.176,38.89240753,-78.14502445
121212,1,litu,1207,1,0,1,16309,16309,27-Jan-10,NA,NA,,12.7,12.5,232.6999969,132.5,747615.0845,4308644.301,38.89179611,-78.14502733
121221,1,litu,1207,1,1,0,16317,16317,24-Mar-11,NA,NA,,1.7,19.3,221.6999969,139.3000031,747603.9297,4308650.844,38.89185814,-78.14515343
121274,1,cato,1209,1,0,0,16369,16369,24-Mar-11,24-Mar-11,2012,,2.1,12.9,222.1000061,172.8999939,747603.5501,4308684.444,38.89216066,-78.14514569
121275,1,qupr,1209,1,0,0,16370,16370,15-Mar-12,NA,NA,,1.7,16.9,221.6999969,176.8999939,747603.0574,4308688.434,38.89219671,-78.14514993
121291,1,qupr,1210,1,0,0,16386,16386,24-Mar-11,NA,NA,,2.8,9.4,222.8000031,189.3999939,747603.8671,4308700.956,38.89230919,-78.14513608
121298,1,nysy,1211,1,0,0,16393,16393,24-Mar-11,15-Dec-11,2013,"considered dead Dec 2011, got measurements 2012, dead 2013+",2.6,1,222.6000061,201,747603.398,4308712.548,38.89241365,-78.14513731
121301,1,caovl,1211,1,0,1,16396,16396,24-Mar-11,NA,NA,,1.2,2.5,221.1999969,202.5,747601.9636,4308714.015,38.89242726,-78.1451533
121305,1,quru,1211,1,1,1,16400,16400,24-Mar-11,NA,NA,,1.1,11.2,221.1000061,211.1999969,747601.6618,4308722.711,38.89250561,-78.14515364
121358,1,fram,1216,1,0,0,16451,16451,27-Jan-10,NA,NA,,10.9,12,230.8999939,312,747609.1207,4308823.711,38.89341254,-78.14503131
121367,1,nysy,1216,1,0,0,16460,16460,15-Mar-12,NA,NA,,4.6,10.8,224.6000061,310.7999878,747602.8502,4308822.365,38.89340219,-78.14510402
121374,1,juni,1216,1,0,0,16466,16466,24-Mar-11,NA,NA,,0.7,18.5,220.6999969,318.5,747598.7726,4308829.972,38.89347181,-78.14514823
122005,1,fram,1217,1,0,0,16542,16542,24-Mar-11,NA,NA,,10.3,9.1,230.3000031,329.1000061,747608.1241,4308840.792,38.89356656,-78.14503663
122006,1,acru,1217,1,0,0,16543,16543,24-Mar-11,NA,NA,,9.9,8.3,229.8999939,328.2999878,747607.7428,4308839.983,38.89355938,-78.14504132
122009,1,acru,1217,1,0,0,16546,16546,24-Mar-11,NA,NA,,1.2,4.1,221.1999969,324.1000061,747599.1426,4308835.582,38.8935222,-78.14514195
122120,1,qual,1220,1,0,0,16654,16654,24-Mar-11,NA,NA,,2.6,0.6,222.6000061,380.6000061,747599.2314,4308892.1,38.89403085,-78.14512055
122121,1,pist,1220,1,0,0,16655,16655,24-Mar-11,NA,NA,,1.6,2.3,221.6000061,382.2999878,747598.1923,4308893.776,38.89404623,-78.14513191
122130,1,qual,1219,1,1,0,16660,16660,24-Mar-11,29-Nov-12,2013,,10.7,17.3,230.6999969,377.2999878,747607.4058,4308888.989,38.89400054,-78.14502752
122136,1,quru,1220,1,1,0,16665,16665,24-Mar-11,NA,NA,,5.5,7.6,225.5,387.6000061,747601.9683,4308899.165,38.89409367,-78.14508648
122184,1,pist,1222,1,0,1,16710,16710,24-Mar-11,NA,NA,,2.9,13.9,222.8999939,433.8999939,747598.2948,4308945.392,38.89451076,-78.14511211
122185,1,pist,1222,1,0,0,16711,16711,15-Mar-12,NA,NA,,5.6,14.9,225.6000061,434.8999939,747600.9709,4308946.455,38.89451957,-78.14508091
122189,1,qual,1222,1,1,0,16715,16715,24-Mar-11,NA,NA,,5.5,19.5,225.5,439.5,747600.7642,4308951.051,38.894561,-78.14508163
122248,1,qual,1222,1,0,0,16767,16767,15-Mar-12,NA,NA,,10.5,13.1,230.5,433.1000061,747605.9113,4308944.769,38.894503,-78.14502462
122303,1,qual,1223,1,1,0,16814,16814,24-Mar-11,NA,NA,,1.9,8.5,221.8999939,448.5,747596.9564,4308959.965,38.8946423,-78.14512227
122343,1,qual,1225,1,1,0,16851,16851,24-Mar-11,NA,NA,,10.7,14.4,230.6999969,494.3999939,747604.6892,4309006.057,38.89505496,-78.14501659
122347,1,ulru,1225,1,0,0,16852,16852,24-Mar-11,26-Mar-15,2015,,1.3,18.8,221.3000031,498.7999878,747595.1896,4309010.238,38.89509526,-78.14512449
122427,1,qual,1227,1,1,0,16878,16878,27-Jan-10,NA,NA,,17,15.6,237,535.5999756,747610.0317,4309047.392,38.89542548,-78.14494016
122439,1,cagl,1228,1,0,0,16889,16889,15-Mar-12,NA,NA,,12.6,13,232.6000061,553,747605.2292,4309064.685,38.89558248,-78.14498923
122450,1,ulru,1225,1,0,0,31862,44444,24-Mar-11,NA,NA,,2.6,18.7,223,499.1,747596.9,4309011,38.8951,-78.1451
122452,1,fram,1226,1,0,0,16901,16901,24-Mar-11,NA,NA,,5.7,2.4,225.6999969,502.3999939,747599.5049,4309013.939,38.89512736,-78.14507346
122455,1,qual,1226,1,0,0,16904,16904,24-Mar-11,NA,NA,,12,4.2,232,504.2000122,747605.7615,4309015.885,38.89514311,-78.1450007
122458,1,cagl,1226,1,0,0,16907,16907,24-Mar-11,NA,NA,,4.6,4.9,224.6000061,504.8999939,747598.3472,4309016.413,38.89514995,-78.1450859
122482,1,litu,1228,1,1,0,16931,16931,24-Mar-11,NA,NA,,14.5,2.4,234.5,542.4000244,747607.3746,4309054.132,38.89548689,-78.14496833
122486,1,litu,1228,1,0,0,16935,16935,24-Mar-11,NA,NA,,2.7,17,222.6999969,557,747595.2391,4309068.455,38.89561922,-78.14510293
122489,1,cagl,1229,1,0,0,16938,16938,24-Mar-11,NA,NA,,2.8,4.3,222.8000031,564.2999878,747595.1697,4309075.755,38.89568494,-78.14510109
